renovation,area,city,floor,kitchen_area,balconies,rooms,house_floors,house_wall_type,lifts,price
Требует ремонта,37.0,Казань,7,10.0,1,1,12,Кирпично-монолитный,1,7349976.0
,51.7,Казань,3,8.1,1,2,5,Кирпичный,0,6099979.600000001
,51.2,Казань,5,8.5,1,2,5,Кирпичный,0,5999974.4
Без ремонта,45.0,Казань,4,7.0,1,2,5,Иные,0,5719995.0
,43.8,Казань,5,5.0,1,2,5,Кирпичный,0,5699956.8
,37.3,Казань,6,9.1,1,1,10,Кирпичный,0,7279990.199999999
,42.1,Казань,3,6.0,1,2,5,Кирпичный,0,5798980.3
Требуется,53.4,Казань,5,9.0,1,2,9,Панельный,0,5999970.6
,52.6,Казань,3,8.0,1,2,10,Панельный,0,5899984.2
,31.3,Казань,5,10.2,1,1,10,Кирпичный,0,7149984.2
,42.0,Казань,5,9.0,0,1,10,Кирпичный,1,7099974.0
Косметический,50.0,Казань,2,9.0,0,2,9,Иные,0,5990000.0
Косметический,53.5,Казань,6,7.3,0,2,12,Иные,1,5749966.0
Косметический,50.3,Казань,1,7.0,0,2,5,Панельный,0,5949987.0
Без ремонта,53.0,Казань,1,0.0,1,2,10,Панельный,1,5699991.0
,53.4,Казань,1,9.5,0,2,9,Кирпичный,0,5749951.8
Косметический,54.2,Казань,1,8.5,1,2,9,Панельный,1,5919995.0
,53.1,Казань,1,9.0,1,2,9,Панельный,1,5998972.5
Косметический,52.4,Казань,1,9.4,1,2,9,Кирпичный,1,5999957.2
косметический,58.0,Казань,2,10.0,1,2,10,Панельный,1,5899992.0
Требуется,46.1,Казань,2,6.1,1,2,5,Панельный,0,5699988.4
Требует ремонта,44.5,Казань,4,12.7,1,1,10,Кирпичный,1,6979958.5
Косметический,43.0,Казань,1,6.0,0,2,5,Панельный,0,5590000.0
,32.88,Казань,5,11.0,1,1,9,Кирпичный,0,7099975.680000001
,31.33,Казань,5,10.22,1,1,10,Кирпичный,0,6989973.64
косметический,52.3,Казань,6,8.0,1,2,9,Панельный,1,5699967.8
,35.0,Казань,4,9.0,0,1,10,Иные,0,7099995.0
,50.4,Казань,1,7.5,0,2,5,Кирпичный,0,5799981.6
,45.0,Казань,1,6.5,0,2,5,Иные,0,5448960.0
Без ремонта,31.2,Казань,4,10.7,0,1,9,Кирпичный,1,6949987.2
,47.5,Казань,1,8.1,1,2,9,Блочный,0,5499977.5
Под чистовой ремонт,31.33,Казань,5,10.22,0,1,9,Кирпичный,1,7099973.27
косметический,48.0,Казань,2,8.1,0,2,10,Кирпичный,1,5490000.0
,49.9,Казань,2,9.5,1,2,9,Панельный,1,5949976.2
,37.0,Казань,7,10.0,1,1,12,Монолитный,0,7149991.0
чистовая отделка,32.0,Казань,3,10.19,0,1,9,Кирпичный,1,6900000.0
косметический,41.1,Казань,2,13.8,1,2,5,Кирпичный,0,5399964.600000001
,48.0,Казань,3,6.0,0,2,9,Иные,1,5449968.0
Дизайнерский,40.0,Казань,6,10.0,0,1,10,Кирпичный,0,7000000.0
,33.0,Казань,6,9.0,0,1,10,Кирпичный,0,7199973.0
,50.9,Казань,1,8.0,1,2,5,Кирпичный,0,5349997.2
Косметический,47.0,Казань,4,6.0,1,2,5,Панельный,0,5849996.0
,51.0,Казань,2,7.8,1,2,3,Панельный,0,5198991.0
косметический,43.0,Казань,4,6.0,1,2,5,Кирпичный,0,5399983.0
,49.8,Казань,3,8.0,1,2,3,Кирпичный,0,5279995.199999999
,31.0,Новосибирск,4,6.0,0,1,5,Кирпичный,0,3499993.0
Отсутствует,31.9,Новосибирск,4,6.0,0,1,5,Кирпичный,0,3599978.8
,36.3,Казань,4,10.6,1,1,10,Кирпичный,0,6949997.999999999
,38.7,Казань,6,9.0,1,1,14,Блочный,0,6899977.800000001
,45.6,Казань,6,12.6,1,1,10,Кирпичный,0,6989978.4
Косметический,31.0,Новосибирск,4,6.0,0,1,5,Кирпичный,0,3449990.0
,32.0,Новосибирск,3,6.0,1,1,5,Панельный,0,3700000.0
,38.6,Казань,7,10.6,1,1,17,Кирпичный,0,6829999.8
Дизайнерский,38.0,Казань,8,9.0,0,1,10,Панельный,1,6799986.0
,44.6,Казань,1,5.3,1,2,2,Кирпичный,0,4899979.0
,30.0,Новосибирск,5,6.0,0,1,5,Кирпичный,0,3349980.0
Косметический,42.5,Казань,2,6.0,1,2,4,Кирпичный,0,4799992.5
,42.0,Казань,2,6.0,0,2,5,Кирпичный,0,4999974.0
,37.5,Казань,5,10.97,1,1,17,Кирпичный,0,6799987.5
,32.9,Казань,6,0.0,0,1,10,Иные,0,6779999.1
,43.0,Казань,2,6.0,1,2,5,Кирпичный,0,4799961.0
,33.1,Казань,9,5.0,1,1,19,Кирпично-монолитный,0,6749983.7
Требует ремонта,33.5,Казань,5,10.0,0,1,12,Кирпичный,1,6700000.0
Требует ремонта,40.0,Казань,8,13.66,1,1,17,Кирпично-монолитный,1,6590000.0
,42.0,Казань,5,12.0,1,1,9,Кирпичный,0,6699966.0
косметический,40.3,Казань,3,10.4,0,1,20,Кирпично-монолитный,1,6699995.899999999
,29.0,Казань,3,3.0,1,1,19,Кирпичный,0,6699000.0
,32.0,Казань,9,20.0,1,0,17,Монолитный,0,6649984.0
,35.2,Казань,10,8.0,1,1,19,Кирпично-монолитный,0,6349974.4
Требует ремонта,36.0,Казань,1,10.3,0,1,20,Кирпично-монолитный,1,6499980.0
,35.9,Казань,1,12.0,1,1,19,Монолитный,0,6499982.2
косметический,44.1,Казань,4,10.7,0,1,10,Кирпичный,1,6459988.5
,44.0,Казань,4,13.0,0,1,10,Панельный,1,6600000.0
,35.6,Казань,8,8.9,1,1,18,Монолитный,0,6299989.600000001
Требует ремонта,36.1,Казань,1,10.0,0,1,19,Кирпично-монолитный,1,6499985.5
,42.0,Казань,2,15.9,1,1,19,Монолитный,0,6319992.0
косметический,43.0,Казань,7,6.0,1,1,16,Кирпичный,1,6349982.0
Требуется,27.0,Казань,10,5.3,0,1,18,Монолитный,0,5979987.0
,50.1,Казань,1,12.1,1,1,16,Панельный,0,6299974.8
Косметический,41.0,Казань,1,12.7,1,1,15,Панельный,0,6189975.0
,36.1,Казань,1,10.0,0,1,19,Кирпичный,0,6099997.5
,42.0,Казань,8,10.7,0,1,16,Монолитный,1,6099996.0
,38.0,Казань,8,11.0,0,1,15,Монолитный,0,6399998.0
косметический,41.0,Казань,3,10.7,2,1,14,Кирпичный,1,6098996.0
Косметический,49.3,Казань,1,13.0,0,1,16,Кирпичный,1,5989999.3
Требуется,35.2,Казань,3,6.1,1,1,17,Кирпичный,0,5949996.800000001
Косметический,41.8,Казань,10,10.1,1,1,18,Монолитный,1,6199985.0
,38.0,Казань,8,16.0,1,1,19,Панельный,0,5949964.0
Требуется,35.2,Казань,8,6.1,1,1,17,Кирпичный,0,5949996.800000001
,38.3,Казань,3,6.1,1,1,19,Панельный,0,5959977.899999999
,42.3,Казань,1,12.0,1,1,5,Кирпичный,0,5799964.5
косметический,41.0,Казань,3,10.7,0,1,14,Кирпичный,1,6299978.0
Косметический,42.2,Казань,2,14.2,1,1,17,Монолитный,2,6030000.2
Косметический,43.0,Казань,7,0.0,1,0,16,Иные,3,6499966.0
,25.3,Казань,2,6.4,0,0,19,Монолитно-кирпичный,0,6500000.100000001
,30.5,Казань,10,5.0,0,0,10,Кирпичный,0,6599986.5
,28.5,Казань,11,5.0,1,0,19,Кирпично-монолитный,0,6549984.0
,40.5,Казань,4,11.39,1,1,9,Кирпичный,0,6649978.5
,26.7,Казань,15,8.0,1,0,19,Кирпично-монолитный,0,6349980.899999999
,25.0,Казань,7,7.0,1,0,10,Кирпичный,0,6400000.0
,23.5,Казань,5,23.5,1,0,19,Кирпично-монолитный,0,6299997.5
Дизайнерский,30.7,Казань,4,0.0,0,0,19,Монолитный,2,6379981.899999999
,31.1,Казань,17,0.0,0,0,20,Монолитный,0,6099985.100000001
Косметический,31.9,Казань,13,0.0,1,0,19,Монолитный,1,6199988.3
чистовая отделка,29.7,Казань,3,5.19,1,0,21,Кирпично-монолитный,1,6299993.7
,28.29,Казань,6,8.0,1,0,8,Кирпично-монолитный,0,6299984.97
,43.2,Казань,3,15.3,0,1,10,Кирпичный,0,6498964.800000001
,30.6,Казань,18,1.0,1,1,19,Монолитный,0,5989980.600000001
Без ремонта,38.0,Казань,12,18.0,1,1,24,Монолитный,1,5999972.0
,27.2,Казань,21,5.7,0,0,26,Кирпичный,0,5989984.0
Косметический,30.5,Казань,13,7.7,1,1,16,Монолитный,2,6199979.0
,33.4,Казань,2,8.0,0,1,10,Кирпичный,0,6399974.399999999
Требует ремонта,38.4,Казань,7,19.2,1,1,23,Монолитный,1,5789990.399999999
Дизайнерский,32.0,Казань,8,6.0,1,0,19,Монолитный,2,5849984.0
,37.8,Казань,17,9.0,1,1,18,Монолитный,0,5849965.8
косметический,44.1,Казань,13,14.1,1,1,17,Монолитный,1,6149965.5
,28.8,Казань,9,5.0,1,0,23,Монолитный,0,5850000.0
Дизайнерский,24.5,Казань,16,5.0,0,0,20,Кирпичный,1,5799983.0
,28.1,Казань,12,8.0,1,0,19,Кирпично-монолитный,0,5698989.100000001
,38.3,Казань,11,14.0,1,1,20,Монолитный,0,5648981.899999999
,35.4,Казань,17,8.0,1,1,19,Монолитный,0,5599996.8
,28.2,Казань,9,5.1,1,0,9,Блочный,0,5799978.6
,30.0,Казань,3,5.0,1,0,19,Кирпично-монолитный,0,5649990.0
,29.9,Казань,9,29.9,1,0,20,Кирпично-монолитный,1,5498998.7
Требуется,38.5,Казань,10,8.0,1,1,19,Кирпичный,0,5399971.5
,29.7,Казань,5,5.0,0,0,9,Иные,1,5599994.399999999
,26.0,Казань,10,26.0,1,0,19,Кирпично-монолитный,0,5299996.0
Дизайнерский,33.6,Казань,18,8.0,0,1,19,Монолитный,1,5499984.0
,31.0,Казань,9,5.0,1,0,19,Монолитный,0,5448994.0
Косметический,32.0,Казань,18,6.0,1,0,20,Кирпичный,0,5500000.0
Косметический,26.0,Казань,14,0.0,0,0,19,Кирпичный,2,5149976.0
,30.7,Казань,11,0.0,0,0,19,Кирпичный,0,5249976.3
Требует ремонта,36.9,Казань,18,12.0,0,1,25,Монолитный,1,5189985.0
,34.0,Казань,20,11.0,1,1,24,Монолитный,0,5189998.0
,27.0,Казань,10,0.0,0,0,17,Кирпичный,0,4999995.0
,25.5,Казань,11,6.4,1,0,19,Кирпичный,1,4999989.0
,34.0,Казань,22,11.0,1,1,24,Монолитный,0,5199994.0
Дизайнерский,27.39,Казань,19,6.0,0,0,19,Кирпично-монолитный,1,5249978.25
косметический,28.7,Казань,10,4.0,0,0,16,Монолитный,1,5499981.899999999
,42.2,Казань,12,10.5,1,1,19,Монолитный,0,5499968.2
,27.0,Казань,6,19.0,1,0,19,Блочный,0,5199984.0
,29.6,Казань,19,5.27,0,0,19,Монолитный,0,5299998.4
косметический,30.3,Казань,10,7.8,1,0,19,Кирпичный,1,5498995.5
косметический,34.8,Казань,18,9.0,0,1,19,Монолитный,1,5599981.199999999
,30.1,Казань,16,3.0,1,0,19,Кирпично-монолитный,0,5719993.3
,23.6,Казань,16,5.0,1,0,25,Монолитный,0,5499980.0
Требует ремонта,30.77,Казань,6,4.08,0,0,25,Монолитный,1,5599986.15
Без ремонта,32.0,Казань,24,8.0,0,0,25,Монолитный,3,5400000.0
,30.7,Казань,10,6.0,1,0,19,Кирпично-монолитный,0,5649997.3
Требует ремонта,31.0,Казань,16,5.0,1,0,19,Монолитный,1,5799976.0
,30.0,Казань,23,5.0,1,0,23,Монолитный,0,5349990.0
Без ремонта,32.0,Казань,7,5.0,1,0,20,Монолитный,2,5400000.0
Требует ремонта,24.8,Казань,2,0.0,0,0,25,Монолитный,1,5299983.2
,41.0,Казань,17,9.0,1,1,18,Монолитный,0,5649964.0
,30.4,Казань,18,5.0,1,0,19,Монолитный,0,5599984.0
,24.81,Казань,2,5.0,1,0,25,Монолитный,0,5149985.37
,33.4,Казань,7,5.0,1,0,17,Кирпично-монолитный,1,5399978.399999999
,29.5,Казань,15,5.0,1,0,25,Монолитный,0,4989984.0
косметический,30.7,Казань,17,5.43,1,0,19,Монолитный,1,5949997.7
Требует ремонта,35.84,Казань,2,11.72,1,1,10,Монолитный,1,6498974.720000001
Дизайнерский,25.4,Казань,20,6.0,0,0,23,Монолитный,1,4998999.399999999
,25.3,Казань,5,5.0,1,0,9,Кирпичный,0,6149999.9
,30.3,Казань,18,8.0,1,0,20,Монолитный,0,5999975.7
,31.0,Казань,18,0.0,1,0,21,Кирпично-монолитный,0,5899982.0
Требует ремонта,32.76,Казань,1,10.02,0,1,10,Кирпичный,1,6499977.119999999
косметический,27.0,Казань,7,6.0,0,0,10,Кирпичный,1,5949990.0
,28.3,Казань,5,0.0,0,0,9,Монолитный,0,5999996.2
,32.1,Казань,2,0.0,0,0,20,Монолитный,0,5999971.5
Косметический,34.2,Казань,2,7.5,0,1,9,Иные,0,6149980.800000001
косметический,34.2,Казань,2,7.0,0,1,9,Панельный,1,6149980.800000001
,32.9,Казань,2,7.9,1,1,10,Кирпичный,1,6499987.199999999
,36.3,Казань,2,9.0,0,1,10,Панельный,1,6497990.399999999
Хороший,34.2,Казань,2,7.5,0,1,9,Панельный,1,6149980.800000001
,34.2,Казань,2,5.5,1,1,9,Панельный,0,6149980.800000001
,33.0,Казань,1,6.0,1,1,9,Панельный,0,6099984.0
,43.0,Казань,1,10.0,0,1,10,Панельный,0,6450000.0
косметический,42.9,Казань,4,11.12,0,1,9,Кирпичный,1,6499993.5
Косметический,42.0,Казань,2,12.0,0,1,9,Кирпичный,1,6300000.0
,40.0,Казань,7,11.0,0,1,18,Монолитный,0,6500000.0
Дизайнерский,38.9,Казань,3,9.4,1,1,9,Кирпичный,1,6499995.5
,43.3,Казань,2,12.7,0,1,10,Кирпичный,0,6299976.8
,35.5,Казань,2,8.9,1,1,10,Панельный,0,6219990.5
Косметический,39.1,Казань,2,8.1,1,1,9,Кирпичный,0,6399966.2
Дизайнерский,35.0,Казань,4,0.0,1,1,19,Монолитно-кирпичный,2,6549970.0
,44.6,Казань,7,12.0,1,1,10,Кирпичный,0,6949973.4
,39.6,Казань,7,9.9,1,1,16,Панельный,0,6849968.4
,35.0,Казань,5,9.0,1,1,11,Кирпично-монолитный,0,6749995.0
,36.4,Казань,4,11.0,1,1,10,Кирпичный,0,6798974.0
косметический,23.5,Казань,5,3.0,0,1,19,Кирпично-монолитный,1,6449998.0
Требует ремонта,32.0,Казань,8,9.48,0,1,17,Кирпично-монолитный,1,6900000.0
косметический,40.0,Казань,2,10.0,1,1,16,Кирпично-монолитный,0,6149000.0
,34.2,Казань,5,9.44,1,1,11,Кирпично-монолитный,0,6699985.2
,37.1,Казань,7,10.6,1,1,10,Кирпичный,0,6749974.0
,36.0,Казань,12,12.5,0,1,25,Монолитно-кирпичный,0,7349976.0
Требуется,35.2,Казань,7,6.1,1,1,17,Кирпичный,0,6899974.4
,36.3,Казань,5,14.0,1,1,16,Кирпичный,0,5949969.3
,38.1,Казань,10,1.0,1,1,21,Кирпичный,0,7299998.100000001
Без ремонта,47.81,Казань,6,11.3,1,1,12,Монолитный,1,6499960.74
,42.4,Казань,12,15.0,0,1,21,Монолитный,0,7099964.8
,38.3,Казань,2,10.0,0,1,23,Монолитно-кирпичный,0,7299979.999999999
Требует ремонта,32.68,Казань,12,8.4,0,1,17,Кирпично-монолитный,1,7299993.04
,38.4,Казань,9,13.2,1,1,14,Монолитный,0,7249996.8
Требуется,36.8,Казань,2,9.1,0,1,19,Кирпичный,0,7199993.6
Косметический,43.7,Казань,14,13.5,0,1,18,Иные,0,7199968.300000001
,32.0,Казань,1,6.0,1,1,19,Монолитный,0,7300000.0
Требует ремонта,35.6,Казань,15,9.73,1,1,18,Кирпично-монолитный,1,6699991.2
