renovation,area,city,floor,kitchen_area,balconies,rooms,house_floors,house_wall_type,lifts,price
,38.3,Санкт-Петербург,12,9.4,1,1,12,Панельный,2,6699972.199999999
,35.1,Санкт-Петербург,21,0.0,0,1,24,Кирпично-монолитный,0,6795360.0
Без ремонта,38.4,Санкт-Петербург,9,9.8,1,1,12,Панельный,2,6799987.2
,32.4,Санкт-Петербург,11,15.94,0,1,16,Панельный,0,6499990.8
,38.8,Санкт-Петербург,11,11.4,0,1,16,Панельный,1,6589985.999999999
,38.9,Санкт-Петербург,10,10.7,0,1,12,Панельный,0,6499995.5
,31.0,Санкт-Петербург,12,10.98,0,1,13,Кирпично-монолитный,1,7418517.0
Косметический,40.2,Санкт-Петербург,11,10.0,1,1,12,Панельный,2,6999985.800000001
Хороший,37.0,Санкт-Петербург,12,8.0,0,1,14,Кирпичный,1,6449988.0
Дизайнерский,39.0,Санкт-Петербург,9,6.8,1,1,9,Панельный,1,6999993.0
Косметический,37.4,Санкт-Петербург,9,7.8,0,1,14,Кирпичный,1,6699985.6
Требует ремонта,35.0,Санкт-Петербург,13,10.6,0,1,13,Монолитный,1,7389970.0
,38.1,Санкт-Петербург,11,10.0,1,1,12,Панельный,2,6499974.3
,37.39,Санкт-Петербург,10,11.97,0,1,13,Кирпично-монолитный,1,6899987.99
Косметический,38.7,Санкт-Петербург,8,10.2,1,1,12,Панельный,2,6999978.600000001
Требует ремонта,38.0,Санкт-Петербург,9,9.0,0,1,10,Панельный,1,6999980.0
Косметический,35.5,Санкт-Петербург,9,8.0,0,1,9,Кирпичный,0,7199968.0
С отделкой,37.42,Санкт-Петербург,14,15.59,0,1,14,Кирпично-монолитный,1,7299968.44
косметический,32.0,Санкт-Петербург,6,7.7,0,1,12,Панельный,1,7100000.0
Без ремонта,36.6,Санкт-Петербург,8,9.2,1,1,16,Кирпичный,1,6989977.8
Косметический,38.6,Санкт-Петербург,7,9.0,1,1,10,Панельный,1,6998990.600000001
Косметический,32.0,Санкт-Петербург,9,0.0,1,1,12,Панельный,1,7000000.0
Косметический,34.9,Санкт-Петербург,6,10.4,1,1,12,Кирпичный,2,6879976.6
Косметический,36.0,Санкт-Петербург,7,7.0,0,1,12,Кирпичный,1,6899976.0
Без ремонта,33.8,Санкт-Петербург,8,7.4,1,1,14,Панельный,2,6499976.6
Косметический,38.3,Санкт-Петербург,6,10.2,1,1,12,Панельный,2,6849993.3
Косметический,34.0,Санкт-Петербург,6,7.0,1,1,10,Панельный,1,6999988.0
,37.41,Санкт-Петербург,9,11.85,0,1,13,Кирпично-монолитный,1,6899975.22
косметический,46.7,Санкт-Петербург,6,13.4,0,1,10,Панельный,1,6889977.9
Дизайнерский,34.2,Санкт-Петербург,5,6.9,1,1,9,Панельный,1,6699985.2
Косметический,38.6,Санкт-Петербург,5,10.1,1,1,12,Панельный,2,6999994.2
Косметический,38.5,Санкт-Петербург,7,10.2,1,1,12,Панельный,2,6799985.5
,34.3,Санкт-Петербург,7,0.0,0,1,10,Монолитный,1,6399968.399999999
Косметический,32.5,Санкт-Петербург,4,6.3,0,1,9,Панельный,1,6699972.5
косметический,39.0,Санкт-Петербург,4,9.9,0,1,12,Панельный,1,6949995.0
,33.8,Санкт-Петербург,4,7.0,0,1,10,Панельный,1,6999979.999999999
Требует ремонта,30.0,Санкт-Петербург,8,5.0,1,1,9,Кирпичный,1,6199980.0
,31.1,Санкт-Петербург,8,8.2,0,1,9,Панельный,1,6299989.2
Без ремонта,30.5,Санкт-Петербург,4,6.3,0,1,9,Панельный,1,6499977.0
косметический,31.38,Санкт-Петербург,4,10.15,1,1,7,Кирпичный,1,6449970.72
косметический,36.0,Санкт-Петербург,4,7.5,1,1,9,Блочный,1,6499980.0
,40.5,Санкт-Петербург,5,7.2,1,1,9,Панельный,1,6499966.5
Косметический,29.7,Санкт-Петербург,3,8.4,1,1,9,Кирпичный,1,6499993.5
,35.9,Санкт-Петербург,3,10.0,0,1,8,Монолитный,0,6449973.5
косметический,35.0,Санкт-Петербург,4,6.5,0,1,9,Кирпичный,1,6349980.0
,31.2,Санкт-Петербург,8,11.0,0,1,9,Панельный,0,5999978.399999999
Хороший,33.3,Санкт-Петербург,3,8.8,1,1,9,Кирпичный,1,6499993.499999999
,34.0,Санкт-Петербург,3,9.0,0,1,9,Кирпичный,1,6199968.0
Косметический,38.2,Санкт-Петербург,5,10.7,1,1,9,Панельный,1,6499997.4
,39.0,Санкт-Петербург,8,10.3,0,1,12,Панельный,1,6799962.0
С отделкой,31.6,Санкт-Петербург,7,6.2,0,1,10,Панельный,1,6299997.2
,29.9,Санкт-Петербург,4,6.3,0,1,9,Панельный,1,6699992.0
Требует ремонта,32.0,Санкт-Петербург,8,8.0,0,1,9,Панельный,1,5900000.0
,35.8,Санкт-Петербург,9,6.4,0,1,12,Кирпично-монолитный,0,6399965.999999999
косметический,31.9,Санкт-Петербург,7,10.2,0,1,8,Монолитный,1,6199988.3
Косметический,32.2,Санкт-Петербург,8,6.0,0,1,9,Панельный,1,6199981.2
,29.7,Санкт-Петербург,9,6.7,0,1,9,Панельный,1,6199993.8
,33.6,Санкт-Петербург,9,7.6,0,1,9,Панельный,0,6349996.8
,30.5,Санкт-Петербург,9,6.3,0,1,9,Панельный,0,6699996.0
Дизайнерский,28.6,Санкт-Петербург,9,6.0,0,1,9,Панельный,1,6649986.2
Косметический,31.0,Санкт-Петербург,9,8.2,0,1,9,Панельный,1,6200000.0
,31.6,Санкт-Петербург,7,5.5,0,1,12,Панельный,2,5999986.8
С отделкой,33.2,Санкт-Петербург,8,8.6,1,1,10,Кирпично-монолитный,1,5999970.4
,30.0,Санкт-Петербург,9,7.0,0,1,9,Панельный,1,6498990.0
,29.0,Санкт-Петербург,9,6.5,0,1,9,Монолитный,1,6499973.0
косметический,32.8,Санкт-Петербург,7,8.85,1,1,11,Монолитный,1,5989968.8
Косметический,31.0,Санкт-Петербург,8,8.1,0,1,9,Панельный,1,6499987.0
Косметический,35.2,Санкт-Петербург,9,6.0,1,1,9,Панельный,1,6399993.600000001
,35.6,Санкт-Петербург,8,10.0,1,1,12,Монолитный,1,5949970.4
,31.32,Санкт-Петербург,8,10.43,0,1,8,Монолитный,1,5799994.2
Косметический,29.1,Санкт-Петербург,8,6.6,0,1,9,Панельный,1,6499979.7
Без ремонта,33.5,Санкт-Петербург,9,9.6,1,1,9,Кирпичный,1,6499971.5
,33.3,Санкт-Петербург,8,8.0,1,1,9,Панельный,0,6369990.3
,34.0,Санкт-Петербург,7,15.5,0,1,8,Монолитный,0,6099974.0
Косметический,30.0,Санкт-Петербург,9,8.0,1,1,9,Кирпичный,0,6369990.0
С отделкой,37.0,Санкт-Петербург,10,7.4,1,1,15,Кирпичный,1,6499975.0
Косметический,36.9,Санкт-Петербург,10,7.7,1,1,11,Кирпичный,2,6299973.899999999
Косметический,32.0,Санкт-Петербург,9,6.0,0,1,9,Панельный,1,5949984.0
Без ремонта,37.5,Санкт-Петербург,11,12.0,1,1,13,Монолитный,2,7500000.0
,33.8,Санкт-Петербург,12,11.2,0,1,13,Кирпично-монолитный,0,7499983.399999999
косметический,36.6,Санкт-Петербург,11,8.0,0,1,14,Кирпичный,1,6199966.8
Косметический,31.5,Санкт-Петербург,8,8.0,1,1,16,Кирпичный,1,6849990.0
,37.6,Санкт-Петербург,8,8.0,1,1,16,Кирпичный,0,6979988.8
,33.3,Санкт-Петербург,7,16.7,0,1,18,Кирпично-монолитный,0,6813179.999999999
,36.0,Санкт-Петербург,8,9.1,1,1,16,Панельный,1,6989976.0
Косметический,39.7,Санкт-Петербург,9,8.0,1,1,16,Кирпичный,2,6199988.7
Косметический,35.85,Санкт-Петербург,9,0.0,1,1,18,Монолитный,2,6699970.65
,35.6,Санкт-Петербург,15,10.6,0,1,25,Монолитный,1,7199993.2
,32.3,Санкт-Петербург,7,15.0,0,1,12,Панельный,0,7499995.399999999
,36.2,Санкт-Петербург,16,0.0,0,1,24,Кирпично-монолитный,0,7040900.000000001
,37.4,Санкт-Петербург,16,11.7,0,1,25,Монолитный,1,7119987.6
,31.1,Санкт-Петербург,13,9.5,0,1,25,Монолитный,0,7099974.5
,37.8,Санкт-Петербург,11,8.9,0,1,17,Монолитный,1,6369980.399999999
,32.5,Санкт-Петербург,9,9.0,0,1,21,Кирпично-монолитный,1,6299995.0
Без ремонта,38.0,Санкт-Петербург,7,15.9,1,1,9,Монолитный,0,7299990.0
Без ремонта,35.5,Санкт-Петербург,6,11.65,1,1,10,Монолитный,2,7391987.5
,38.0,Санкт-Петербург,12,9.5,0,1,16,Панельный,1,6297968.0
Косметический,30.0,Санкт-Петербург,8,10.0,1,1,8,Монолитный,2,6300000.0
Косметический,41.0,Санкт-Петербург,12,11.0,1,1,17,Панельный,1,6199979.0
Дизайнерский,28.7,Санкт-Петербург,11,0.0,1,1,24,Монолитный,0,6899996.6
,36.4,Санкт-Петербург,9,9.9,0,1,12,Кирпично-монолитный,1,6199975.6
,33.6,Санкт-Петербург,7,8.66,0,1,8,Монолитный,0,6300000.0
косметический,43.6,Санкт-Петербург,13,12.0,0,1,17,Кирпичный,1,6199963.600000001
косметический,33.5,Санкт-Петербург,10,15.3,0,1,25,Кирпично-монолитный,1,6849979.5
,35.4,Санкт-Петербург,10,0.0,0,1,24,Кирпично-монолитный,0,6717150.0
,24.5,Санкт-Петербург,11,3.0,0,0,19,Монолитный,0,5999976.5
косметический,25.0,Санкт-Петербург,11,3.0,0,0,23,Кирпично-монолитный,1,6000000.0
Косметический,28.0,Санкт-Петербург,9,0.0,1,0,25,Монолитный,1,5999980.0
,35.2,Санкт-Петербург,9,0.0,0,1,24,Кирпично-монолитный,0,6779520.000000001
Косметический,24.0,Санкт-Петербург,10,0.0,1,0,18,Панельный,1,6000000.0
Требует ремонта,22.55,Санкт-Петербург,12,0.0,0,0,18,Кирпично-монолитный,0,5872493.55
,26.5,Санкт-Петербург,12,0.0,0,0,19,Монолитный,1,5799975.5
Дизайнерский,25.6,Санкт-Петербург,12,4.0,1,0,22,Монолитный,1,5749990.4
,24.6,Санкт-Петербург,9,6.0,0,0,19,Кирпично-монолитный,1,5899990.2
Без ремонта,23.0,Санкт-Петербург,12,0.0,1,0,18,Монолитный,2,5999987.0
,25.96,Санкт-Петербург,13,4.0,0,0,18,Кирпичный,1,5629997.12
косметический,25.6,Санкт-Петербург,12,0.0,0,0,21,Кирпичный,1,5499980.800000001
design,23.4,Санкт-Петербург,8,0.0,0,0,21,Кирпично-монолитный,0,5749988.399999999
косметический,25.0,Санкт-Петербург,9,6.0,0,0,16,Монолитный,1,5860000.0
,20.42,Санкт-Петербург,14,5.0,0,0,15,Монолитный,1,5499881.960000001
Дизайнерский,28.0,Санкт-Петербург,11,0.0,1,0,22,Монолитный,3,5449976.0
,24.0,Санкт-Петербург,8,0.0,0,0,17,Кирпичный,1,5589984.0
косметический,22.8,Санкт-Петербург,8,6.0,0,0,14,Монолитный,0,5464977.600000001
,25.0,Санкт-Петербург,15,4.0,0,0,18,Кирпично-монолитный,1,5500000.0
Требует ремонта,25.0,Санкт-Петербург,15,0.0,0,0,18,Кирпично-монолитный,1,5500000.0
Без ремонта,21.1,Санкт-Петербург,15,0.0,1,0,17,Монолитный,1,5299982.4
С отделкой,20.7,Санкт-Петербург,9,3.0,0,0,14,Кирпично-монолитный,1,5499990.0
,24.2,Санкт-Петербург,9,3.0,0,0,14,Монолитный,1,5499982.399999999
,29.3,Санкт-Петербург,9,6.0,0,0,16,Монолитный,1,5529994.100000001
,29.0,Санкт-Петербург,15,4.0,0,0,18,Панельный,1,5098983.0
,22.3,Санкт-Петербург,9,4.2,0,0,16,Монолитный,0,5299996.4
Дизайнерский,26.3,Санкт-Петербург,9,0.0,0,0,15,Монолитный,1,5299976.0
Дизайнерский,20.0,Санкт-Петербург,6,4.0,0,0,14,Монолитный,1,5550000.0
,29.3,Санкт-Петербург,16,1.0,0,0,20,Монолитный,1,4898989.3
,25.2,Санкт-Петербург,17,0.0,0,0,20,Железобетон,0,4749998.399999999
Косметический,24.0,Санкт-Петербург,2,4.0,1,0,19,Кирпично-монолитный,1,4800000.0
косметический,24.1,Санкт-Петербург,1,4.0,0,0,19,Монолитный,0,4889986.4
Косметический,25.6,Санкт-Петербург,20,0.0,1,0,20,Монолитный,2,4800000.0
,31.0,Санкт-Петербург,5,5.0,0,0,13,Монолитный,0,5199971.0
,19.5,Санкт-Петербург,3,5.0,0,0,14,Кирпичный,0,5249985.0
косметический,25.67,Санкт-Петербург,4,5.0,0,0,12,Кирпично-монолитный,1,5184980.62
,20.51,Санкт-Петербург,3,0.0,0,0,17,Монолитный,2,4799996.32
cosmetic,24.0,Санкт-Петербург,11,5.0,0,0,13,Монолитный,1,4500000.0
косметический,23.6,Санкт-Петербург,4,0.0,0,0,12,Монолитный,1,4969994.800000001
,26.4,Санкт-Петербург,3,0.0,0,0,16,Кирпичный,2,5049976.8
Косметический,23.63,Санкт-Петербург,4,0.0,0,0,15,Монолитный,2,5099992.01
,22.0,Санкт-Петербург,5,2.0,0,0,16,Панельный,1,4599980.0
,15.0,Санкт-Петербург,3,3.0,0,0,14,Монолитный,1,4599990.0
Без ремонта,25.6,Санкт-Петербург,5,3.0,1,0,18,Монолитный,3,5099980.800000001
,21.6,Санкт-Петербург,6,0.0,0,0,10,Кирпичный,1,4399984.800000001
,19.0,Санкт-Петербург,8,2.0,0,0,16,Панельный,1,4589982.0
,23.8,Санкт-Петербург,5,0.0,0,0,21,Монолитный,1,4899991.600000001
,22.3,Санкт-Петербург,5,2.0,0,0,10,Кирпично-монолитный,0,4299997.5
косметический,23.9,Санкт-Петербург,4,0.0,0,0,12,Монолитный,1,4699982.8
,22.3,Санкт-Петербург,9,4.0,0,0,13,Кирпично-монолитный,0,4399990.7
cosmetic,27.7,Санкт-Петербург,3,5.0,0,0,10,Кирпично-монолитный,0,4699997.5
Без ремонта,20.3,Санкт-Петербург,4,3.0,1,0,13,Монолитный,2,4299986.600000001
Требует ремонта,23.02,Санкт-Петербург,6,0.0,0,0,13,Кирпично-монолитный,0,4199999.0
Дизайнерский,14.8,Санкт-Петербург,5,3.0,0,0,14,Монолитный,1,4499999.2
,22.55,Санкт-Петербург,6,0.0,0,0,18,Монолитный,0,4499987.8
,25.8,Санкт-Петербург,5,0.0,0,0,12,Кирпичный,1,4599985.2
С отделкой,24.96,Санкт-Петербург,3,3.0,0,0,8,Кирпично-монолитный,1,4499988.48
,24.07,Санкт-Петербург,2,1.0,0,0,14,Панельный,1,4249991.76
,22.0,Санкт-Петербург,5,5.0,1,0,13,Кирпично-монолитный,1,4400000.0
Без ремонта,21.7,Санкт-Петербург,5,0.0,1,0,13,Монолитный,0,4389996.8
Дизайнерский,20.5,Санкт-Петербург,8,3.5,0,0,14,Кирпично-монолитный,1,4499996.0
Косметический,25.0,Санкт-Петербург,5,0.0,1,0,12,Блочный,2,4400000.0
Косметический,26.38,Санкт-Петербург,4,3.0,0,0,8,Кирпично-монолитный,1,4489981.52
,26.0,Санкт-Петербург,2,0.0,0,0,8,Монолитный,2,4489992.0
Без ремонта,23.48,Санкт-Петербург,8,6.0,1,0,12,Смешанные,1,4369980.2
,23.64,Санкт-Петербург,9,0.0,0,0,12,Кирпичный,0,4299997.8
Косметический,26.41,Санкт-Петербург,5,0.0,1,0,8,Монолитный,2,4149988.17
,24.5,Санкт-Петербург,5,5.0,0,0,8,Монолитный,1,4299995.0
,25.01,Санкт-Петербург,8,0.0,0,0,14,Монолитно-кирпичный,0,4249999.32
,24.4,Санкт-Петербург,2,0.0,0,0,8,Кирпичный,1,4398978.399999999
,26.39,Санкт-Петербург,6,0.0,0,0,8,Кирпично-монолитный,1,4149985.8400000003
Косметический,24.5,Санкт-Петербург,3,0.0,0,0,8,Монолитно-кирпичный,0,4299995.0
,26.0,Санкт-Петербург,3,0.0,0,0,8,Монолитно-кирпичный,0,4299984.0
,26.86,Санкт-Петербург,1,3.0,0,0,8,Блочный,1,4199990.76
,25.3,Санкт-Петербург,7,1.0,0,0,8,Монолитный,0,4249995.2
,24.2,Санкт-Петербург,1,2.0,0,0,8,Кирпично-монолитный,0,4199982.6
,24.7,Санкт-Петербург,6,0.0,0,0,12,Монолитно-кирпичный,0,4299998.3
Косметический,24.41,Санкт-Петербург,4,0.0,1,0,13,Блочный,2,4299992.37
,25.0,Санкт-Петербург,6,2.0,0,0,12,Кирпично-монолитный,0,4320000.0
С отделкой,24.0,Санкт-Петербург,3,3.0,1,0,10,Кирпично-монолитный,1,4200000.0
,23.7,Санкт-Петербург,4,5.0,0,0,8,Монолитно-кирпичный,0,4349992.8
,24.3,Санкт-Петербург,6,0.0,0,0,12,Монолитный,1,4499995.5
,24.4,Санкт-Петербург,6,5.0,0,0,12,Кирпично-монолитный,0,4549990.0
,20.75,Санкт-Петербург,1,3.0,0,0,13,Монолитный,0,4299981.0
Требует ремонта,23.3,Санкт-Петербург,1,0.0,0,0,13,Кирпично-монолитный,0,4232491.600000001
Дизайнерский,23.6,Санкт-Петербург,7,5.0,1,0,12,Кирпичный,2,4349999.2
Отсутствует,24.1,Санкт-Петербург,2,3.0,1,0,13,Монолитный,0,4249986.8
Косметический,26.94,Санкт-Петербург,7,0.0,0,0,13,Монолитный,2,4299974.22
,24.1,Санкт-Петербург,2,5.0,0,0,14,Панельный,1,4349977.7
,22.82,Санкт-Петербург,6,1.0,0,0,13,Кирпично-монолитный,1,4333997.22
,24.0,Санкт-Петербург,7,5.0,0,0,13,Монолитно-кирпичный,0,4099992.0
,24.1,Санкт-Петербург,8,0.0,0,0,13,Монолитный,1,4349977.7
косметический,23.3,Санкт-Петербург,8,4.0,1,0,13,Кирпично-монолитный,1,4249989.9
косметический,27.7,Санкт-Петербург,3,3.0,0,0,8,Кирпично-монолитный,1,4699997.5
Косметический,25.0,Санкт-Петербург,9,4.0,1,0,13,Монолитный,1,4300000.0
Косметический,23.2,Санкт-Петербург,4,0.0,1,0,12,Монолитный,2,4499988.0
,22.7,Санкт-Петербург,6,0.0,0,0,13,Монолитный,0,4199999.399999999
,24.0,Санкт-Петербург,3,0.0,0,0,8,Панельный,1,4554984.0
,23.8,Санкт-Петербург,5,0.0,0,0,8,Кирпичный,1,4499985.0
,24.0,Санкт-Петербург,3,0.0,0,0,12,Монолитный,1,4290000.0
,24.54,Санкт-Петербург,5,0.0,0,0,8,Монолитно-кирпичный,0,4499997.96
Без ремонта,24.1,Санкт-Петербург,4,5.0,1,0,13,Монолитный,2,4299994.3
Косметический,24.4,Санкт-Петербург,3,0.0,1,0,12,Монолитный,2,4699976.8
Отсутствует,16.7,Санкт-Петербург,4,0.0,0,0,5,Кирпичный,0,4091500.0
,23.5,Санкт-Петербург,2,0.0,0,0,13,Монолитный,1,4199990.5
косметический,25.0,Санкт-Петербург,6,2.0,0,0,6,Кирпичный,1,4100000.0
С отделкой,13.0,Санкт-Петербург,5,0.0,0,0,5,Кирпичный,0,3998995.0
Хороший,14.0,Санкт-Петербург,5,4.0,0,0,5,Кирпичный,0,3998988.0
Косметический,23.17,Санкт-Петербург,3,3.0,0,0,4,Кирпичный,0,3889988.1300000004
С отделкой,14.5,Санкт-Петербург,4,0.0,0,0,5,Кирпичный,0,3899992.5
Косметический,20.59,Санкт-Петербург,3,3.0,0,0,4,Кирпичный,0,3589990.04
,19.0,Санкт-Петербург,3,3.0,0,0,6,Кирпичный,0,3698996.0
С отделкой,14.5,Санкт-Петербург,3,0.0,0,0,5,Кирпичный,0,3899992.5
Требует ремонта,18.9,Санкт-Петербург,1,0.0,0,0,3,Кирпичный,0,3779999.9999999995
Дизайнерский,15.0,Санкт-Петербург,1,3.0,0,0,5,Кирпичный,0,3900000.0
,16.0,Санкт-Петербург,1,5.0,0,0,5,Кирпичный,0,3374992.0
Дизайнерский,11.3,Санкт-Петербург,1,0.0,0,0,5,Кирпичный,1,3249993.0
Дизайнерский,16.37,Санкт-Петербург,1,0.0,0,0,6,Кирпичный,0,3589990.1100000003
Косметический,14.93,Санкт-Петербург,1,5.0,0,0,6,Кирпичный,1,3399993.9699999997
,21.0,Санкт-Петербург,2,3.0,1,0,4,Кирпично-монолитный,0,3675000.0
Косметический,21.0,Санкт-Петербург,3,0.0,1,0,3,Кирпичный,0,3699990.0
Требует ремонта,16.0,Санкт-Петербург,1,2.0,0,0,4,Кирпичный,0,3200000.0
Дизайнерский,16.0,Санкт-Петербург,1,1.0,0,0,4,Кирпичный,0,3250000.0
Дизайнерский,12.9,Санкт-Петербург,1,2.5,0,0,6,Кирпичный,0,3449988.9
Требует ремонта,18.3,Санкт-Петербург,2,4.0,0,0,5,Монолитный,1,3469991.1
Дизайнерский,13.2,Санкт-Петербург,1,2.0,0,0,3,Кирпичный,0,2979992.4
Хороший,13.9,Санкт-Петербург,3,3.0,0,0,4,Кирпичный,0,3049993.6
Косметический,18.0,Санкт-Петербург,2,3.0,0,0,3,Кирпичный,0,3314988.0
Дизайнерский,13.2,Санкт-Петербург,1,0.0,0,0,3,Кирпичный,0,2899987.1999999997
,16.8,Санкт-Петербург,1,0.0,0,0,3,Кирпичный,0,2856000.0
Дизайнерский,14.5,Санкт-Петербург,1,3.0,0,0,3,Кирпичный,0,2900000.0
Косметический,13.0,Санкт-Петербург,2,2.0,0,0,4,Кирпичный,0,2799992.0
Дизайнерский,10.8,Санкт-Петербург,1,3.0,0,0,3,Кирпичный,0,3229999.2
,19.0,Санкт-Петербург,1,2.0,0,0,4,Кирпичный,0,3135000.0
Дизайнерский,14.0,Санкт-Петербург,1,3.0,0,0,3,Кирпичный,0,2699998.0
,13.7,Санкт-Петербург,1,2.0,0,0,5,Кирпичный,0,2899988.5999999996
,12.5,Санкт-Петербург,1,4.0,0,0,5,Кирпичный,0,2940000.0
Хороший,11.0,Санкт-Петербург,1,4.0,0,0,6,Кирпичный,1,2798994.0
Косметический,14.0,Санкт-Петербург,1,3.0,0,0,5,Панельный,0,2599996.0
,15.1,Санкт-Петербург,1,3.0,0,0,3,Кирпичный,0,2779985.5
,10.7,Санкт-Петербург,2,1.2,0,0,4,Кирпичный,0,3099993.3
Дизайнерский,11.4,Санкт-Петербург,1,0.0,0,0,4,Кирпичный,0,3135000.0
,14.18,Санкт-Петербург,2,2.0,0,0,6,Кирпичный,0,3139990.84
Дизайнерский,11.82,Санкт-Петербург,1,0.0,0,0,6,Кирпичный,0,2789992.8000000003
Дизайнерский,12.9,Санкт-Петербург,1,4.0,0,0,3,Кирпичный,0,2649995.4
Требует ремонта,16.0,Санкт-Петербург,1,0.0,0,0,4,Кирпичный,0,2800000.0
,12.0,Санкт-Петербург,5,0.0,0,0,5,Кирпичный,0,4399992.0
Косметический,20.0,Санкт-Петербург,4,3.0,0,0,5,Кирпичный,1,4500000.0
Косметический,16.9,Санкт-Петербург,3,0.0,0,0,5,Кирпичный,0,4499996.8
косметический,12.0,Санкт-Петербург,1,0.0,0,0,5,Кирпичный,0,2749992.0
С отделкой,14.5,Санкт-Петербург,5,0.0,0,0,5,Кирпичный,0,4479992.5
,22.0,Санкт-Петербург,4,4.0,0,0,4,Кирпичный,0,4299988.0
Дизайнерский,28.0,Санкт-Петербург,2,4.0,0,0,3,Кирпичный,0,4489996.0
Дизайнерский,19.02,Санкт-Петербург,2,0.0,0,0,4,Кирпичный,0,4359992.64
Без ремонта,17.8,Санкт-Петербург,2,0.0,0,0,3,Кирпичный,0,4094000.0
Дизайнерский,13.78,Санкт-Петербург,1,1.7,0,0,6,Кирпичный,1,4211746.76
,17.8,Санкт-Петербург,2,0.0,0,0,3,Кирпичный,0,4094000.0
Дизайнерский,15.6,Санкт-Петербург,1,0.0,0,0,5,Кирпичный,1,4399995.6
,23.0,Санкт-Петербург,2,3.0,0,0,5,Кирпично-монолитный,1,4199984.0
Дизайнерский,14.2,Санкт-Петербург,1,0.0,0,0,5,Кирпичный,1,4099994.4
Дизайнерский,21.0,Санкт-Петербург,2,5.0,0,0,5,Кирпичный,1,4399983.0
Дизайнерский,18.5,Санкт-Петербург,1,0.0,0,0,6,Кирпичный,1,3999996.0
Дизайнерский,21.37,Санкт-Петербург,1,3.0,0,0,4,Кирпичный,0,4374994.62
,18.46,Санкт-Петербург,3,0.0,0,0,4,Кирпичный,0,4448989.220000001
Косметический,15.0,Санкт-Петербург,5,3.0,0,0,5,Кирпично-монолитный,1,4200000.0
,16.0,Санкт-Петербург,2,4.0,0,0,4,Кирпичный,1,4150000.0
Без ремонта,16.8,Санкт-Петербург,2,0.0,0,0,3,Кирпичный,0,3948000.0
Дизайнерский,13.7,Санкт-Петербург,1,0.0,0,0,5,Кирпичный,1,3849987.6999999997
,16.1,Санкт-Петербург,2,0.0,0,0,6,Кирпичный,1,3999996.7
Дизайнерский,13.97,Санкт-Петербург,1,1.7,0,0,6,Кирпичный,1,4269818.74
,12.0,Санкт-Петербург,1,4.0,0,0,4,Кирпичный,0,3750000.0
Требует ремонта,18.1,Санкт-Петербург,1,0.0,0,0,4,Кирпичный,0,2899982.0
Косметический,15.7,Санкт-Петербург,1,3.0,0,0,3,Кирпичный,0,3649998.8
Дизайнерский,15.6,Санкт-Петербург,1,3.0,0,0,4,Кирпичный,0,3299992.8
Дизайнерский,13.2,Санкт-Петербург,1,3.0,0,0,4,Кирпичный,0,3549994.8
,13.5,Санкт-Петербург,2,4.0,0,0,3,Кирпичный,0,3749989.5
Дизайнерский,13.4,Санкт-Петербург,2,3.0,0,0,2,Кирпичный,0,3749990.0
,13.75,Санкт-Петербург,1,2.0,0,0,3,Кирпичный,0,3499993.75
,13.5,Санкт-Петербург,3,2.0,0,0,4,Кирпичный,0,3499996.5
,11.4,Санкт-Петербург,2,1.0,0,0,3,Кирпичный,0,3549994.2
,14.24,Санкт-Петербург,2,2.0,0,0,7,Кирпичный,0,3519999.84
Дизайнерский,13.0,Санкт-Петербург,2,0.0,0,0,5,Кирпичный,0,3740997.0
косметический,12.0,Санкт-Петербург,2,3.0,1,0,4,Кирпичный,0,3249996.0
,11.3,Санкт-Петербург,1,1.0,0,0,5,Кирпичный,1,3249993.0
Дизайнерский,14.0,Санкт-Петербург,1,2.0,0,0,6,Кирпичный,0,3649996.0
Дизайнерский,12.0,Санкт-Петербург,2,3.0,0,0,4,Кирпичный,0,3499992.0
Дизайнерский,12.0,Санкт-Петербург,2,3.0,0,0,4,Кирпичный,0,3699996.0
Дизайнерский,17.0,Санкт-Петербург,1,3.0,0,0,6,Кирпичный,1,3449997.0
,15.69,Санкт-Петербург,1,2.0,0,0,3,Кирпичный,0,3159997.38
Требует ремонта,12.0,Санкт-Петербург,2,0.0,1,0,4,Кирпичный,1,3300000.0
Косметический,14.4,Санкт-Петербург,2,5.0,0,0,5,Кирпичный,0,3249993.6
Дизайнерский,11.8,Санкт-Петербург,1,0.0,0,0,3,Кирпичный,0,3249991.4000000004
,12.0,Санкт-Петербург,2,1.0,0,0,4,Кирпичный,0,3300000.0
Дизайнерский,12.0,Санкт-Петербург,1,0.0,0,0,4,Кирпичный,0,3000000.0
,16.6,Санкт-Петербург,1,2.0,0,0,3,Кирпичный,0,2989992.0000000005
Дизайнерский,10.8,Санкт-Петербург,1,0.0,0,0,4,Кирпичный,0,3249990.0
Дизайнерский,14.0,Санкт-Петербург,1,2.5,0,0,5,Кирпичный,0,3749998.0
,19.4,Санкт-Петербург,3,5.0,0,0,3,Кирпичный,0,3949995.1999999997
Без ремонта,22.87,Санкт-Петербург,2,0.0,0,0,17,Монолитный,3,3646827.33
,22.1,Санкт-Петербург,4,0.0,0,0,4,Кирпичный,0,3649991.8000000003
,13.0,Санкт-Петербург,4,0.0,0,0,4,Кирпичный,0,3799991.0
Косметический,16.6,Санкт-Петербург,2,0.0,0,0,4,Кирпичный,0,3649991.4000000004
